,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2385,2017,1179685.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2386,2018,1189262.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2387,2019,1198574.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2388,2020,1207361.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2389,2015,10546059.0,SP.POP.TOTL,CZE,Czechia,Europe & Central Asia,High income,Not classified
2390,2016,10566332.0,SP.POP.TOTL,CZE,Czechia,Europe & Central Asia,High income,Not classified
2391,2017,10594438.0,SP.POP.TOTL,CZE,Czechia,Europe & Central Asia,High income,Not classified
2392,2018,10629928.0,SP.POP.TOTL,CZE,Czechia,Europe & Central Asia,High income,Not classified
2393,2019,10671870.0,SP.POP.TOTL,CZE,Czechia,Europe & Central Asia,High income,Not classified
2394,2020,10697858.0,SP.POP.TOTL,CZE,Czechia,Europe & Central Asia,High income,Not classified
2395,2015,5683483.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2396,2016,5728010.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2397,2017,5764980.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2398,2018,5793636.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2399,2019,5814422.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2400,2020,5831404.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2401,2015,913998.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2402,2016,929117.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2403,2017,944100.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2404,2018,958923.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2405,2019,973557.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2406,2020,988002.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2407,2015,71175.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2408,2016,71307.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2409,2017,71460.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2410,2018,71626.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2411,2019,71808.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2412,2020,71991.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2413,2015,10281675.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2414,2016,10397738.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2415,2017,10513111.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2416,2018,10627147.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2417,2019,10738957.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2418,2020,10847904.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2419,2015,16212022.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2420,2016,16491116.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2421,2017,16785356.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2422,2018,17084359.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2423,2019,17373657.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2424,2020,17643060.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2425,2015,92442549.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2426,2016,94447071.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2427,2017,96442590.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2428,2018,98423602.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2429,2019,100388076.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2430,2020,102334403.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2431,2015,6325121.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2432,2016,6356137.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2433,2017,6388124.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2434,2018,6420740.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2435,2019,6453550.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2436,2020,6486201.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2437,2015,1168575.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2438,2016,1215181.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2439,2017,1262008.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2440,2018,1308966.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2441,2019,1355982.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2442,2020,1402985.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2443,2015,1315407.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2444,2016,1315790.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2445,2017,1317384.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2446,2018,1321977.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2447,2019,1326855.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2448,2020,1329479.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2449,2015,1104038.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2450,2016,1113994.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2451,2017,1124808.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2452,2018,1136274.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2453,2019,1148133.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2454,2020,1160164.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2455,2015,100835453.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2456,2016,103603461.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2457,2017,106399926.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2458,2018,109224410.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2459,2019,112078727.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2460,2020,114963583.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2461,2015,48055.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2462,2016,48173.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2463,2017,48326.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2464,2018,48497.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2465,2019,48677.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2466,2020,48865.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2467,2015,868632.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2468,2016,872406.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2469,2017,877460.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2470,2018,883490.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2471,2019,889955.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2472,2020,896444.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2473,2015,5479531.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2474,2016,5495303.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2475,2017,5508214.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2476,2018,5515525.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2477,2019,5521606.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2478,2020,5529543.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2479,2015,66548272.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2480,2016,66724104.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2481,2017,66918020.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2482,2018,67101930.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2483,2019,67248926.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2484,2020,67379908.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2485,2015,273119.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2486,2016,274576.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2487,2017,276108.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2488,2018,277673.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2489,2019,279285.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2490,2020,280904.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2491,2015,1947690.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2492,2016,2007882.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2493,2017,2064812.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2494,2018,2119275.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2495,2019,2172578.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2496,2020,2225728.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2497,2015,2085860.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2498,2016,2149134.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2499,2017,2213900.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2500,2018,2280092.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2501,2019,2347696.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2502,2020,2416664.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2503,2015,3725276.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2504,2016,3727505.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2505,2017,3728004.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2506,2018,3726549.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2507,2019,3720161.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2508,2020,3722716.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2509,2015,81686611.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2510,2016,82348669.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2511,2017,82657002.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2512,2018,82905782.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2513,2019,83092962.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2514,2020,83160871.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2515,2015,27849203.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2516,2016,28481947.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2517,2017,29121464.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2518,2018,29767108.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2519,2019,30417858.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2520,2020,31072945.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2521,2015,33742.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2522,2016,33738.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2523,2017,33723.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2524,2018,33715.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2525,2019,33706.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2526,2020,33691.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2527,2015,10820883.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2528,2016,10775971.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2529,2017,10754679.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2530,2018,10732882.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2531,2019,10721582.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2532,2020,10700556.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2533,2015,56114.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2534,2016,56186.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2535,2017,56171.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2536,2018,56023.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2537,2019,56225.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2538,2020,56367.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2539,2015,109603.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2540,2016,110263.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2541,2017,110874.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2542,2018,111449.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2543,2019,112002.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2544,2020,112519.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2545,2015,161851.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2546,2016,162948.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2547,2017,164281.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2548,2018,165770.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2549,2019,167295.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2550,2020,168783.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2551,2015,15567419.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2552,2016,15827690.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2553,2017,16087418.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2554,2018,16346950.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2555,2019,16604026.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2556,2020,16858333.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2557,2015,11432096.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2558,2016,11738434.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2559,2017,12067516.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2560,2018,12414292.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2561,2019,12771246.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2562,2020,13132792.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2563,2015,1737207.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2564,2016,1782434.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2565,2017,1828146.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2566,2018,1874304.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2567,2019,1920917.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2568,2020,1967998.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2569,2015,767433.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2570,2016,771363.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2571,2017,775218.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2572,2018,779007.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2573,2019,782775.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2574,2020,786559.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2575,2015,10695540.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2576,2016,10839976.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2577,2017,10982367.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2578,2018,11123183.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2579,2019,11263079.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2580,2020,11402533.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2581,2015,9112904.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2582,2016,9270794.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2583,2017,9429016.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2584,2018,9587523.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2585,2019,9746115.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2586,2020,9904608.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2587,2015,7291300.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2588,2016,7336600.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2589,2017,7393200.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2590,2018,7452600.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2591,2019,7507900.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2592,2020,7481000.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2593,2015,9843028.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2594,2016,9814023.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2595,2017,9787966.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2596,2018,9775564.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2597,2019,9771141.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2598,2020,9750149.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2599,2015,330815.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2600,2016,335439.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2601,2017,343400.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2602,2018,352721.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2603,2019,360563.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2604,2020,366463.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2605,2015,1310152392.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2606,2016,1324517250.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2607,2017,1338676779.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2608,2018,1352642283.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2609,2019,1366417756.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2610,2020,1380004385.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2611,2015,258383257.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2612,2016,261556386.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2613,2017,264650969.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2614,2018,267670549.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2615,2019,270625567.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2616,2020,273523621.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2617,2015,78492208.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2618,2016,79563991.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2619,2017,80673888.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2620,2018,81800204.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2621,2019,82913893.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2622,2020,83992953.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2623,2015,35572269.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2624,2016,36610632.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2625,2017,37552789.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2626,2018,38433604.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2627,2019,39309789.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2628,2020,40222503.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2629,2015,4701957.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2630,2016,4755335.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2631,2017,4807388.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2632,2018,4867316.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2633,2019,4934340.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2634,2020,4985674.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2635,2015,83232.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2636,2016,83296.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2637,2017,83610.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2638,2018,84073.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2639,2019,84589.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2640,2020,85032.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2641,2015,8380100.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2642,2016,8546000.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2643,2017,8713300.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2644,2018,8882800.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2645,2019,9054000.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
